time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.2800000000000025,-2.82078086509,4.21824197001,20.3606869925,0.203935387557,0.129156428953,0.0,-2.33369509036,3.82410877771,5.08607539689,-0.0754846121032,0.0291019873567,0.0,477.4070133955201,476.06549266932035,476.6480582157768,472.6943598627699
3.3000000000000025,-2.86771227704,4.29507566001,20.4623100929,0.204518349648,0.129764797491,0.0,-2.35944610478,3.8592602223,5.07623463882,-0.0663355043157,0.0280757555855,0.0,434.0439523796666,433.7857119098017,433.54117853578737,435.83712915248094
3.3200000000000025,-2.91515248413,4.37260066079,20.5636784454,0.203684060714,0.130590255223,0.0,-2.38457460437,3.89323985626,5.06060061556,-0.0707736172137,0.0313250177796,0.0,428.6815969180872,429.5095253998783,428.69555788749904,427.5590165231525
3.3400000000000025,-2.9631018914,4.45081009491,20.6647702143,0.202428301754,0.131271512617,0.0,-2.41036612235,3.92770355535,5.04857627367,-0.0682460620012,0.0298450577942,0.0,432.85306828541667,432.47955868203934,431.23796158931054,431.8741413888865
3.3600000000000025,-3.01164232929,4.52981743732,20.7661679672,0.201908929784,0.132001810414,0.0,-2.44367766661,3.97303068607,5.09119900976,-0.0740617279814,0.0321550070633,0.0,483.0751230628748,483.59768253063885,483.67207496888796,482.3529667520629
3.3800000000000026,-3.06073484843,4.60955346331,20.8675605602,0.200429382377,0.132696761353,0.0,-2.46557424735,4.00057191219,5.04806029666,-0.0738019470397,0.0307148570975,0.0,400.13174297920216,399.7386352671267,401.316353524442,401.38218172866755
3.4000000000000026,-3.11034323851,4.68995100839,20.9686525827,0.20181303155,0.133512935528,0.0,-2.49526476099,4.03918259644,5.06114194867,-0.0844971573947,0.0335565258527,0.0,456.12886778119184,456.80959417762665,457.5375764605063,454.97130918643916
3.4200000000000026,-3.16052079358,4.77108304908,21.0698107861,0.200324274332,0.136260194614,0.0,-2.52249074556,4.07402147263,5.05467839333,-0.0873339579178,0.0244436150796,0.0,438.422784606935,436.1453831857848,439.13040786165305,438.41777926965756
3.4400000000000026,-3.21133381987,4.85303180423,21.1714507387,0.198639154139,0.137267109674,0.0,-2.55881188336,4.12085404158,5.10931686788,-0.088903148343,0.0289957256142,0.0,493.02531964825613,494.03346426355,495.12148892454917,494.7695018311002
3.4600000000000026,-3.26280003592,4.93580293859,21.2736437186,0.197080021505,0.138225656926,0.0,-2.58780972206,4.15625939446,5.10998111722,-0.0859438894302,0.032887423135,0.0,445.63334467276775,446.58710574966256,444.85412587321593,445.57408008498265
3.4800000000000026,-3.31486598277,5.01930250971,21.375973856,0.195486361581,0.139800954563,0.0,-2.61878496297,4.19369771835,5.12303262448,-0.0837058736576,0.0268292083013,0.0,458.09028639046153,456.64286287305686,457.2891653706551,457.817940316271
3.5000000000000027,-3.36753696424,5.10352121195,21.4784390415,0.193846232655,0.140415230842,0.0,-2.64831318388,4.22817250565,5.123485927,-0.0848718676121,0.0250663457008,0.0,445.5139783526674,445.0814211032499,446.30767797603266,446.01633448362816
3.5200000000000027,-3.42079518198,5.18841818043,21.5808794461,0.192149590907,0.14163289307,0.0,-2.67750859038,4.26152434166,5.12055453367,-0.0850502608613,0.0304192339441,0.0,441.9548224825759,443.2768237663736,442.3962636706043,442.3462396508983
3.5400000000000027,-3.47464393631,5.27398282251,21.6832884045,0.190455947324,0.142241466226,0.0,-2.70736684246,4.29493986617,5.12034130644,-0.0855929075076,0.030332406112,0.0,444.78377902157206,444.7627417855899,445.55039373835535,445.4113301485066
3.5600000000000027,-3.5290653144,5.36017659248,21.7855142055,0.189052322668,0.142974014499,0.0,-2.73477096696,4.3244371312,5.1022387945,-0.0820815915493,0.0280883013782,0.0,428.0227648038594,427.4496329870106,427.0117067288996,427.9032448624421
3.5800000000000027,-3.58406994573,5.44700023111,21.8876064445,0.188616930507,0.143642777376,0.0,-2.7656921659,4.3579267323,5.10698510453,-0.0890277837996,0.0260195157534,0.0,450.45122515590845,449.94914395868,450.0806754290995,448.3852044227952
3.6000000000000028,-3.63976100266,5.53457756492,21.9902433702,0.188325552076,0.147643247228,0.0,-2.80341352724,4.39980664815,5.15670746761,-0.0967457556719,0.0142210759631,0.0,492.2960852436284,489.6696462366484,491.4658366901409,489.740589423188
3.6200000000000028,-3.69621709452,5.62299120372,22.093877227,0.186393791974,0.149357170276,0.0,-2.84219565826,4.44155723158,5.2066782072,-0.0963905086248,0.00665932608963,0.0,492.73116380028887,491.0507794312088,491.7080800024842,491.78003299532554
3.640000000000003,-3.75339151085,5.71215739383,22.198106341,0.184545030214,0.150479510794,0.0,-2.87524597476,4.47506177955,5.2162331981,-0.0981686921078,0.0129494898258,0.0,454.82108103359906,456.33013759691585,456.46605339707435,456.0323894879001
